Attrition_Flag	Selected	Customer_Age	Gender=F	Gender=M	Dependent_count	Education_Level=College	Education_Level=Doctorate	Education_Level=Graduate	Education_Level=High School	Education_Level=Post-Graduate	Education_Level=Uneducated	Education_Level=Unknown	Marital_Status=Divorced	Marital_Status=Married	Marital_Status=Single	Marital_Status=Unknown	Income_Category=$40K - $60K	Income_Category=$60K - $80K	Income_Category=$80K - $120K	Income_Category=$120K +	Income_Category=Less than $40K	Income_Category=Unknown	Card_Category=Blue	Card_Category=Gold	Card_Category=Platinum	Card_Category=Silver	Months_on_book	Total_Relationship_Count	Months_Inactive_12_mon	Contacts_Count_12_mon	Credit_Limit	Total_Revolving_Bal	Avg_Open_To_Buy	Total_Amt_Chng_Q4_Q1	Total_Trans_Amt	Total_Trans_Ct	Total_Ct_Chng_Q4_Q1	Avg_Utilization_Ratio
	No	57	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	3	1	2	2159	1004	1155	0.603	1353	30	0.111	0.465
	No	53	0	1	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	36	3	3	2	34516	1337	33179	0.704	7919	85	0.635	0.039
	No	48	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	41	3	2	2	1438.3	1197	241.3	0.917	4916	78	0.696	0.832
	No	50	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	41	2	3	1	3423	0	3423	0.505	2229	45	0.406	0
	No	58	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	6	3	4	22718	0	22718	0.747	8100	77	0.833	0
	No	49	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	39	3	3	2	29659	1143	28516	0.512	1193	21	0.615	0.039
	No	45	1	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	5	3	3	1663	1012	651	0.886	2729	38	0.52	0.609
	No	55	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	48	6	2	2	2897	1601	1296	0.878	1337	25	0.471	0.553
	No	52	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	37	4	2	2	1554	926	628	0.785	4997	79	0.927	0.596
	No	45	1	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	2	2	3	3883	847	3036	0.951	4667	90	0.8	0.218
	No	48	1	0	5	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	3	2	1	1610	0	1610	0.424	4243	85	0.848	0
	No	57	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	53	4	1	3	7976	585	7391	0.925	4082	74	0.682	0.073
	No	47	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	39	6	4	0	1537	0	1537	0.712	4234	75	0.786	0
	No	50	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	44	6	2	3	2339	1440	899	0.431	893	22	0.375	0.616
	No	51	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	43	3	1	3	2180	1865	315	0.748	4348	77	0.51	0.856
	No	53	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	43	5	1	0	2618	2026	592	0.669	4198	68	0.619	0.774
	No	40	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	28	2	3	1	11476	2365	9111	0.65	8110	113	0.766	0.206
	No	38	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	28	6	1	1	1438.3	0	1438.3	0.813	4475	74	0.644	0
	No	51	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	36	1	1	2	34516	1702	32814	0.705	8652	98	0.849	0.049
	No	34	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	23	6	1	1	2033	1832	201	0.938	4110	74	0.947	0.901
	No	44	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	5	2	3	2368	1244	1124	0.935	4289	71	0.868	0.525
	No	47	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	41	6	2	2	6143	1151	4992	0.866	4330	72	0.895	0.187
	No	52	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	4	2	3	2187	1094	1093	0.843	4222	61	0.649	0.5
	No	37	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	25	4	3	4	5865	2517	3348	1.348	2623	47	1.35	0.429
	No	54	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	42	4	2	3	12217	0	12217	1.075	1110	21	0.75	0
	No	36	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	2	2	2956	2411	545	0.971	1896	31	0.824	0.816
	No	26	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	15	3	1	3	3324	0	3324	0.537	982	22	0.692	0
	No	53	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	40	3	3	3	11262	1435	9827	0.735	2165	61	0.649	0.127
	No	42	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	2	2	1	6153	974	5179	0.703	7434	92	0.586	0.158
	No	38	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	33	5	3	2	2206	2018	188	0.648	1739	35	0.667	0.915
	No	32	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	5	3	3	6715	1314	5401	0.987	1731	41	0.519	0.196
	No	28	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	13	5	3	2	21691	661	21030	0.767	2534	51	0.962	0.03
	No	33	1	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	26	6	3	5	6316	1344	4972	0.823	2401	71	0.732	0.213
	No	42	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	27	5	3	3	1840	1565	275	0.95	4518	72	0.5	0.851
	No	51	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	45	5	2	2	6778	865	5913	0.992	3158	71	0.775	0.128
	No	56	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	3	2	2	3864	1654	2210	0.491	1470	42	0.235	0.428
	No	39	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	3	2	4	12405	0	12405	0.949	3151	39	0.444	0
	No	49	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	36	6	2	4	26723	0	26723	0.716	2138	43	0.593	0
	No	48	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	30	4	2	2	3307	2234	1073	0.818	4006	68	0.838	0.676
	No	50	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	39	5	3	2	8264	2057	6207	0.821	4240	73	0.587	0.249
	No	26	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	13	5	1	2	5655	0	5655	0.842	2312	61	0.649	0
	No	47	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	38	5	3	4	2808	2264	544	0.544	3562	74	0.682	0.806
	No	48	1	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	33	2	1	3	5814	1176	4638	0.627	3796	74	1.056	0.202
	No	61	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	52	3	1	2	2939	1999	940	2.145	2434	33	1.538	0.68
	No	39	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	30	5	6	2	2669	2397	272	0.807	3847	65	0.585	0.898
	No	44	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	33	6	2	3	1724	0	1724	0.669	4768	80	0.86	0
	No	45	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	33	6	2	3	5553	1117	4436	0.914	3744	52	0.793	0.201
	No	46	1	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	38	6	3	2	13816	955	12861	0.699	4238	73	0.659	0.069
	No	53	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	42	4	2	2	22664	0	22664	0.749	4586	89	0.745	0
	No	41	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	4	1	1	4632	0	4632	0.637	4306	63	0.75	0
	No	60	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	5	3	2	5420	0	5420	0.81	3477	60	0.622	0
	No	39	1	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	29	4	4	3	2385	1971	414	0.613	3711	81	0.653	0.826
	No	42	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	36	6	3	2	15108	0	15108	1.015	3738	68	0.744	0
	No	36	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	30	5	2	3	13080	0	13080	0.685	1999	44	0.571	0
	No	50	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	40	2	1	1	34516	1826	32690	0.718	14994	121	0.833	0.053
	No	54	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	41	1	5	2	2444	1313	1131	0.689	4609	61	0.794	0.537
	No	57	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	36	3	2	2	23700	1314	22386	1.487	1644	28	0.647	0.055
	No	43	0	1	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	33	5	2	4	10533	1689	8844	0.359	3651	69	0.605	0.16
	No	36	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	30	5	3	2	5302	2414	2888	0.779	4284	74	0.682	0.455
	No	38	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	2	2	2	3466	2517	949	0.699	13140	94	0.709	0.726
	No	42	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	30	5	3	2	1898	725	1173	0.664	5051	64	1.065	0.382
	No	29	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	18	3	3	3	1895	1146	749	0.685	4333	72	0.714	0.605
	No	55	0	1	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	5	2	0	6244	2517	3727	0.607	1445	40	0.29	0.403
	No	33	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	13	5	3	3	1630	1008	622	0.695	4143	67	0.595	0.618
	No	41	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	36	3	3	4	1569	257	1312	0.408	2288	45	0.667	0.164
	No	28	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	13	4	3	3	20030	1204	18826	0.979	15862	127	0.693	0.06
	No	33	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	5	2	3	1457	0	1457	0.677	2200	45	0.364	0
	No	55	1	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	45	2	3	3	2985	1651	1334	0.693	14187	103	0.873	0.553
	No	39	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	32	2	2	1	1438.3	801	637.3	1.155	4386	64	0.778	0.557
	No	48	1	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	4	2	3	7645	931	6714	0.894	5016	73	0.622	0.122
	No	50	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	31	5	3	1	3668	0	3668	0.62	4430	76	0.617	0
	No	46	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	2	3	1	2872	357	2515	0.869	2629	41	0.64	0.124
	No	45	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	34	4	3	1	3223	243	2980	0.433	1979	38	0.462	0.075
	No	35	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	3	1	3	2664	0	2664	1.071	3135	59	0.903	0
	No	50	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	45	2	1	2	34516	2381	32135	0.748	15071	103	0.717	0.069
	No	45	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	5	2	3	4753	0	4753	0.856	3895	71	0.578	0
	No	36	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	30	6	3	3	16050	1480	14570	1.326	3215	56	0.806	0.092
	No	44	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	36	1	2	2	34516	1106	33410	0.776	7936	76	0.767	0.032
	No	33	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	21	2	1	3	2831	1167	1664	0.744	4460	65	0.857	0.412
	No	39	0	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	30	5	3	3	2220	0	2220	0.872	2859	55	0.833	0
	No	53	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	44	5	6	4	14057	1655	12402	0.676	2073	60	0.333	0.118
	No	56	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	50	4	1	4	3688	606	3082	0.57	14596	120	0.791	0.164
	No	50	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	40	3	1	4	7191	0	7191	0.565	1654	30	0.579	0
	No	44	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	39	2	3	2	34516	2361	32155	0.529	1853	36	0.385	0.068
	No	50	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	41	5	4	2	5068	991	4077	0.736	5173	64	0.6	0.196
	No	32	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	13	3	3	3	12616	0	12616	1.054	1376	29	0.611	0
	No	63	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	5	3	2	4559	1571	2988	1.441	1870	35	0.842	0.345
	No	42	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	28	3	3	2	1601	0	1601	0.63	2339	41	0.414	0
	No	43	0	1	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	30	1	1	2	7386	656	6730	0.885	15691	126	0.68	0.089
	No	41	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	28	3	2	3	34516	0	34516	0.743	3811	61	0.743	0
	No	54	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	48	5	3	2	4597	1316	3281	0.646	3507	68	0.511	0.286
	No	54	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	2	2	1	5642	541	5101	0.742	4633	84	0.68	0.096
	No	47	1	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	36	5	2	3	5369	1854	3515	0.959	1898	50	0.786	0.345
	No	65	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	50	3	4	4	1697	377	1320	1.048	2799	49	0.485	0.222
	No	36	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	31	3	3	5	12893	1620	11273	0.576	2300	60	0.463	0.126
	No	46	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	34	6	1	2	9216	2059	7157	0.763	3630	78	0.56	0.223
	No	40	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	32	6	1	1	2594	2159	435	0.792	3872	71	0.511	0.832
	No	50	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	32	6	1	3	2652	1911	741	0.831	4816	79	0.881	0.721
	No	46	0	1	5	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	35	3	3	3	1790	796	994	0.722	3539	57	0.966	0.445
	No	46	0	1	5	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	37	6	2	1	2375	1196	1179	0.641	4087	66	0.833	0.504
	No	43	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	36	6	2	4	34516	1477	33039	0.324	1868	40	0.212	0.043
	No	42	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	34	3	3	3	16612	2517	14095	0.602	4697	94	0.808	0.152
	No	49	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	38	5	2	1	5536	756	4780	0.635	3918	70	0.628	0.137
	No	52	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	5	1	2	4006	2517	1489	0.557	1157	34	0.619	0.628
	No	42	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	31	3	2	1	5169	2296	2873	0.773	4656	88	0.796	0.444
	No	52	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	47	6	2	3	7469	2338	5131	0.441	1212	33	0.32	0.313
	No	29	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	19	6	2	4	2827	1430	1397	0.885	1608	30	1.308	0.506
	No	49	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	5	3	1	2721	1527	1194	0.743	4622	88	0.725	0.561
	No	46	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	42	3	2	2	34516	2113	32403	0.618	1362	31	1.214	0.061
	No	48	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	31	6	3	1	34516	1013	33503	0.575	1222	37	0.85	0.029
	No	47	1	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	29	5	2	1	8644	1391	7253	0.896	4272	59	0.686	0.161
	No	55	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	36	4	3	4	34516	0	34516	1.007	9931	70	0.75	0
	No	52	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	48	5	1	2	1438.3	0	1438.3	0.618	3769	73	0.659	0
	No	37	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	28	5	3	3	7147	1424	5723	0.821	2539	50	1.273	0.199
	No	51	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	40	4	3	0	3532	764	2768	0.681	4066	74	0.574	0.216
	No	49	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	41	5	3	2	2555	1815	740	0.847	4552	75	0.829	0.71
	No	35	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	27	2	3	2	3876	0	3876	0.848	7712	73	0.825	0
	No	42	1	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	6	2	3	1438.3	674	764.3	1.769	2451	55	1.292	0.469
	No	42	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	5	2	2	18085	1487	16598	0.792	1582	47	1.043	0.082
	No	48	0	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	1	2	3	27984	1793	26191	0.754	8147	81	0.588	0.064
	No	38	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	25	1	1	2	3040	1908	1132	0.758	5616	73	0.659	0.628
	No	47	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	37	4	3	3	3189	1163.13	1326	0.77	4805	76	0.949	0.584
	No	41	0	1	5	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	4	3	4575	1344	3231	0.46	4726	64	0.561	0.294
	No	55	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	41	2	2	2	27560	900	26660	1.031	646	10	0.25	0.033
	No	61	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	51	4	2	2	8476	0	8476	0.675	3889	67	0.489	0
	No	53	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	41	4	1	2	2432	1554	878	1.158	3670	60	0.818	0.639
	No	41	1	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	28	2	3	3	1504	970	534	0.864	2801	51	1.217	0.645
	No	43	0	1	4	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	36	5	3	0	8129	1799	6330	0.566	1402	33	0.737	0.221
	No	50	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	36	6	2	2	16081	492	15589	0.204	6100	61	0.564	0.031
	No	49	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	40	4	2	0	13490	1672	11818	0.799	4205	75	0.415	0.124
	No	49	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	41	3	1	3	2115	1598	517	0.934	4450	68	0.545	0.756
	No	40	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	36	3	2	3	15534	726	14808	0.556	1279	28	0.867	0.047
	No	56	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	44	5	3	1	4390	0	4390	1.005	8454	69	0.769	0
	No	34	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	27	3	1	2	8063	2149	5914	0.722	2042	49	0.69	0.267
	No	49	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	38	4	3	4	14938	0	14938	0.737	15277	131	0.724	0
	No	53	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	44	3	2	4	3519	0	3519	0.548	1670	33	0.65	0
	No	57	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	4	2	4784	1629	3155	0.706	4912	82	0.783	0.341
	No	43	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	34	6	2	1	2725	2517	208	0.482	4430	66	0.692	0.924
	No	38	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	6	3	4	2507	1544	963	0.906	1999	34	0.789	0.616
	No	50	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	38	6	3	2	3026	1888	1138	0.762	3687	58	0.812	0.624
	No	34	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	13	3	3	2	3870	1394	2476	0.827	1588	36	0.714	0.36
	No	50	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	5	1	4	10226	1638	8588	1.053	3321	57	1.036	0.16
	No	34	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	13	6	2	2	1798	833	965	0.882	4551	84	0.787	0.463
	No	42	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	32	4	3	3	17909	0	17909	0.225	5977	58	0.487	0
	No	48	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	43	3	3	2	5945	1685	4260	0.9	3598	67	0.718	0.283
	No	41	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	32	1	3	3	4697	1046	3651	0.313	1679	29	0.318	0.223
	No	40	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	24	5	1	0	2478	2031	447	1.284	1558	31	0.938	0.82
	No	41	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	13	4	2	2	2243	1944	299	0.942	3216	77	0.674	0.867
	No	45	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	2	1	3	8103	0	8103	0.986	5221	82	0.673	0
	No	30	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	17	3	1	3	1512	810	702	1.294	2558	44	0.571	0.536
	No	55	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	42	5	2	1	1438.3	0	1438.3	0.612	4660	87	0.891	0
	No	43	1	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	30	1	3	2	3092	909	2183	0.832	4797	87	0.851	0.294
	No	55	1	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	46	4	3	2	5162	984	4178	0.842	3562	72	0.895	0.191
	No	39	1	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	33	5	2	2	1438.3	668	770.3	0.931	5205	78	0.773	0.464
	No	64	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	56	3	2	4	4100	863	3237	0.992	3593	51	0.821	0.21
	No	62	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	3	2	2	1764	1540	224	0.937	2094	47	0.958	0.873
	No	38	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	4	1	2	1679	0	1679	0.658	4771	81	0.761	0
